gender,vitality,type,weight,jump_length
male,3,cat,2.297730729834822,26.67821207947054
male,6,dog,4.025227006841694,31.258361950746725
male,2,cat,2.934813117034732,29.89270880429784
female,7,dog,3.6107923404690463,25.992455162881
male,3,dog,3.8770987731530093,30.857559790140524
male,4,cat,2.8155184832050204,24.15822702799065
male,6,dog,3.5781931547722907,32.76119807301067
female,2,cat,2.3225696467163477,16.718109324433
female,8,dog,3.7253572065490452,25.608079249353196
male,4,dog,4.277774812558489,29.774810284449117
male,4,dog,4.190893012757622,26.89440213334794
male,10,cat,2.9011950927737042,40.20222166086743
male,3,cat,2.4308046155633343,27.655239809585062
male,7,cat,2.67449379446489,37.15477008470022
female,7,cat,2.182025490152909,26.890735501770898
female,7,cat,2.0104991887001313,22.424006118941428
male,10,dog,4.425222748492724,40.9112832370513
female,5,dog,3.4021817715215326,23.989839209368505
male,4,cat,2.6213857842849855,24.83694607176274
female,6,dog,3.4524798650781516,25.880387457869144
female,10,dog,3.337079159285047,28.328773648324486
male,5,cat,2.809501139526951,29.9341430900755
male,5,dog,3.90940462012005,33.98168970472473
male,3,dog,3.8672672561051207,27.854055215387692
male,5,dog,3.9036055739452027,30.296839393627277
female,4,cat,2.6095599129881513,21.43765670721967
male,7,cat,2.117920737052093,31.45786370407934
male,7,cat,2.6791748814710212,29.92483240883005
female,4,dog,3.346298460468179,21.787340048895807
male,4,dog,3.884715769517978,24.644228498516167
female,3,dog,3.662663541642111,21.656381095183864
male,6,cat,2.5640180739539717,27.070387682327038
male,0,dog,4.1912393291246834,20.951521045685865
male,2,cat,2.60587798738125,24.64518374016935
male,4,cat,2.8676812509980465,28.166921761098727
male,6,dog,3.5883969471950046,31.290596789744008
male,6,cat,3.1075210003671376,25.186877427577407
male,5,cat,2.870310639401344,26.82523367660312
male,8,dog,4.175988169492887,37.10686425260905
male,3,cat,2.9871179046134744,25.31468832005426
male,5,cat,2.3832851831593205,29.50968495248341
male,3,dog,3.446184362253051,23.859524952321394
male,9,dog,4.383134365118323,42.59214591457329
female,5,dog,3.6373138239014637,22.392718537893373
female,5,dog,3.621844149416581,24.6399881864567
male,3,dog,4.379677059763377,32.30808483928165
male,3,cat,3.0388355793586403,22.774666347922082
male,5,dog,3.9642577802470953,33.80827737515147
male,2,dog,4.127949853377495,29.809374066158696
female,4,cat,2.173559445153392,17.00877211110238
male,10,dog,3.538143922383725,35.686674592409005
male,9,cat,2.425533205790589,28.649776751106458
male,7,cat,2.606469038926531,33.29230214878814
male,8,dog,3.805722502646785,33.19419264936486
male,3,dog,3.71853405428148,26.928114920665674
male,7,cat,2.6060980063945953,27.00832008051916
female,2,dog,3.5887509768378263,17.382383547492832
female,3,cat,2.4570990190680035,13.091011978860756
male,7,cat,2.855375602146931,30.218935998338438
male,8,dog,4.0675213272930435,39.11646131632398
male,5,dog,3.4865266956424765,34.059733261795664
female,7,cat,2.3253574580831207,22.01210523908027
male,8,cat,2.5193598366282486,41.09596662448196
male,9,dog,3.4068367127798207,38.261711955910044
female,4,dog,3.3412378509875107,21.52929228087604
male,5,dog,4.176925794430243,33.444433116963594
male,7,dog,3.7120756692787227,30.64497504503585
female,8,dog,3.6340992162473165,23.514428457090606
female,4,cat,2.452761759802803,13.175579067082882
female,1,dog,3.3740932975403344,17.932779995459885
male,2,dog,3.6059054059456472,28.16014409732361
male,10,dog,3.66671940888647,41.60872837581424
male,4,dog,4.06155305892714,27.151622992165084
male,5,cat,2.9476148069010115,26.479096526909487
female,6,cat,2.2055634488817946,19.282360312385556
male,7,cat,2.7729311347157184,27.620105280087895
female,5,cat,2.3008707728185054,17.339051597359447
male,4,cat,2.7603843180462193,27.581670871654744
male,3,dog,3.834415786801997,30.88215733890765
male,4,dog,3.6018985542198303,31.44406517566574
male,4,dog,3.4181697431610867,36.60329005315632
female,7,dog,2.950538091637609,23.168670245238832
male,6,dog,3.7937657955101107,36.11994841632009
male,6,dog,3.953407953714264,36.34979017741324
male,4,dog,3.8988844278182575,27.95727571653987
male,3,dog,4.033728402621434,28.87449347370246
male,6,dog,3.956741891457497,31.962841924043264
male,6,cat,2.809007171605521,31.994284472064237
female,3,dog,2.831397235432345,18.233865496458627
male,7,cat,2.9734045964767484,34.75980823994938
female,8,cat,2.375312866511449,28.340368097472606
female,1,cat,2.5964783980393706,21.63834218867169
male,9,cat,2.57812831723991,30.590868141175694
male,4,cat,2.3427014097174483,22.30345534317255
female,4,cat,2.031126032849177,17.82765584895146
female,4,dog,3.197976643314797,24.495302404289486
female,4,dog,3.2577258149313058,19.84768793309852
male,4,cat,2.980434093703243,30.884842897280535
female,7,cat,2.4636126597852828,21.16823912836961
male,7,cat,2.7468900760910118,35.41154056500147
male,5,cat,2.8296062340191055,26.091769634095453
male,6,cat,2.918128775370095,30.90867675042582
female,2,cat,1.9803594568991143,15.687164944069924
male,5,cat,2.9208174816836006,28.93729458666765
male,5,dog,3.8703182565541643,29.20211374641149
female,4,cat,2.258625872018942,15.021254784477435
female,4,dog,3.679769408726103,23.18046848530903
female,7,cat,2.115490102963279,26.940107803833556
male,1,cat,2.570184084706419,23.89272467627165
female,7,dog,3.369307813475153,22.84948575836748
male,3,dog,3.8508270991827227,24.543122544997203
female,2,cat,2.3614635633693664,10.189659734542376
female,5,dog,3.7822175834608283,25.170493321378384
female,5,dog,3.4116316703089216,22.657664127187353
male,9,cat,2.559443072278847,34.03054717643157
male,5,cat,2.7865371121062634,28.70997725291831
male,4,dog,4.044944226934711,27.894801384452776
female,3,cat,2.430172035458767,13.698885474028046
male,6,cat,2.624403093775848,29.953349913334502
male,8,cat,2.91780602304814,35.10269563238546
male,8,cat,3.1368322632259162,30.179515446891546
female,5,dog,3.5163028475749427,23.140107564090545
female,5,cat,2.2002698848109588,21.505208370244613
female,5,dog,3.299953116548855,19.15833982869227
male,7,cat,2.8467608468128813,32.035491233059176
female,4,cat,2.3633242679920325,12.108268975943442
male,7,dog,3.725942012216629,37.14366299235598
female,1,dog,3.315906459680816,11.752890513860347
male,3,dog,3.832689712129376,27.19326081249535
male,3,cat,2.7218219818293785,24.050907015821355
female,4,cat,2.262424533778207,16.246201034939517
male,7,cat,2.37906408182658,34.319159235656144
male,3,cat,2.442110414772726,27.382108427228008
female,6,dog,3.2434168262638723,22.452982561707824
male,4,cat,2.631806812207519,23.350129908386933
female,9,cat,2.0408833659880936,22.753280459714503
male,6,dog,4.051999543060406,34.12629743628333
female,8,cat,2.3750414648637794,23.74754586336584
male,6,cat,2.363493861049343,24.40541409722087
female,4,cat,2.070513329594952,17.661662403635418
male,5,dog,4.030440752817815,31.86170083306297
female,6,cat,2.5606272409958186,25.09533758115404
female,6,dog,3.372127724965181,24.79005455627123
female,7,dog,3.6587000167373107,24.324943823764126
male,7,dog,4.0631811834369085,35.42394958049272
male,3,dog,4.167626202282396,23.457860487530702
female,6,dog,3.538383011327253,27.18413692027594
female,2,dog,3.5564153393500932,18.96180353550343
male,2,cat,2.510318116699521,22.953963802363415
female,6,cat,2.351561424343187,25.97264188961961
female,4,cat,2.145577097008692,19.38593546630289
female,3,dog,3.4619258927216006,18.986701516101125
female,4,cat,1.8347793227526552,22.35703631515971
male,5,dog,4.064437819040702,34.67724769147051
male,6,cat,2.984405009364588,26.788861700884553
female,5,cat,2.238609157227603,17.10741140981034
male,7,cat,2.689903252306605,34.4133229440886
female,7,cat,2.3030233993015754,20.718219259346665
male,7,cat,2.625390160168448,28.5686541551474
male,4,cat,2.566844631295819,28.276966195408743
male,5,cat,2.8021271191965056,31.442620865054106
male,1,cat,2.3376295753954404,20.984140021558346
male,2,cat,2.7928510170400265,22.174308166917903
male,5,cat,2.956376237171101,28.087180935374366
male,5,cat,2.329063990081361,29.89554856633497
female,1,cat,2.0427571305154304,10.095989271350462
male,4,dog,3.801276049655695,32.46072335641728
male,5,dog,3.9567396783051776,30.714087667121102
male,4,cat,2.8023528204688337,25.44158476149283
female,7,cat,2.0064093050754686,27.991082471168802
male,5,dog,3.828432084102237,32.54338243120242
male,4,cat,2.9580697582912667,30.790912640604716
female,5,cat,2.334745541760771,19.09533522438802
male,4,dog,3.8194599838986707,30.9884740582044
male,7,dog,3.624046950187765,35.093224502730486
female,0,cat,2.4277401023416405,16.382315595421243
female,7,dog,3.0356777547199836,23.13381988191963
male,3,dog,4.08315265255802,26.492344144171398
male,6,cat,2.5420001838346526,30.890213206056412
female,4,cat,2.319483771882251,15.641314578455162
male,4,dog,3.915656880072248,28.12339119023141
male,6,cat,2.971591658846801,25.6822526231606
male,5,dog,3.7291395768280258,35.50215908271534
male,10,cat,2.903955008860911,34.9138440153285
male,1,cat,2.8700706923472197,23.270846712687963
male,3,dog,3.944599462800127,26.509984561470485
female,4,dog,3.23401754975374,29.02401382398797
male,5,dog,3.7179543252398783,27.199642098134923
female,5,cat,2.6087887804650474,19.835512968398252
male,4,cat,2.7306906868549556,31.67738026794749
male,5,cat,2.6389355773981653,28.24062415489221
female,6,cat,1.9414243539184983,21.2972542185056
male,3,dog,4.3103005302137065,26.42172944468179
male,7,cat,2.8024718955902257,33.2040787077011
male,6,cat,2.596240315645865,31.80842661212926
male,3,dog,4.257566616368651,29.024272053740628
female,8,cat,2.3262317225212703,26.225714557463117
male,7,cat,2.7161906999460133,32.309337448642665
female,6,cat,2.221442321511506,26.126397418105114
male,7,dog,4.005122026394527,33.15529122609774
male,5,dog,3.707182867240973,36.16303433308326
female,4,cat,2.014702345167758,17.01521523818675
male,3,dog,3.8511351155844675,24.495646506779163
male,5,cat,2.223973386107802,29.817856045475104
female,4,cat,1.970676632113339,20.897643679479188
female,9,cat,2.207796476423263,29.518886256228264
male,5,dog,3.495825657417697,29.06727746420642
female,4,cat,2.3420340268984163,7.752124126208566
female,8,dog,3.6346419295242374,28.549748586515577
male,6,dog,3.87035406486211,36.31268191900944
male,5,dog,4.041451453427348,28.839088584614252
female,6,dog,3.1588531928259904,24.425559626304715
male,12,cat,2.450440894510829,38.03288193384609
female,3,cat,2.0218404109752854,15.494135310700361
male,5,dog,3.835942960688346,36.534845268318904
male,8,dog,3.7209032091205465,34.1452954097187
male,5,cat,2.5803632371545944,20.378903551525028
female,5,dog,3.2872391592394243,26.49660098495057
female,4,cat,1.8448989728135652,16.558175886663758
male,2,dog,3.695292987903704,24.143230729900257
female,3,cat,2.198548962989597,19.48536030287758
male,5,dog,4.030065068594145,26.440299500778526
female,7,dog,3.4949350980289746,23.661001131990165
male,2,dog,3.66054513110555,23.098298295987433
male,8,cat,2.498649432553746,34.57424191605231
male,7,dog,3.6931770371550092,31.376965181161705
male,8,dog,3.9984622968711103,36.5412018601514
female,5,cat,2.2740644753692933,17.85463465644167
male,7,cat,2.6446050958699985,36.61817218503511
female,6,dog,3.6568860719994074,23.420006362389458
female,3,cat,2.256879017307495,15.000739657841358
male,4,cat,2.5012883635247145,28.04559861694238
female,4,cat,2.1585706871878223,21.076275507753923
male,2,dog,3.863590921313193,27.460558535103218
female,4,dog,3.4101357186530845,23.442300996072692
male,7,cat,3.0008398285697275,29.90938007986365
female,2,cat,2.377137932568241,13.550865323129813
female,10,cat,2.278915495803658,30.007779428567765
male,9,dog,3.8672891153266487,40.12159982889971
male,6,cat,2.5356308936125522,22.693764272795462
male,5,cat,3.217250162592938,25.399501182394253
female,7,cat,2.2486325660046416,17.63128893455587
male,4,dog,4.2170111224558235,32.64280347293525
male,7,cat,2.9606340668096083,32.17414172379159
male,10,cat,2.8485985028692062,36.278670959990556
male,4,dog,4.115126440736521,33.448897190153104
male,4,dog,4.281117991850319,30.150191325689665
male,3,dog,3.7257001607438394,25.857467584036232
female,1,cat,2.1814114718200748,16.405703632467535
male,4,dog,3.438873094163203,28.19197484825991
male,6,cat,2.5355970653079423,29.179243648499476
male,3,dog,3.4085368712713127,27.730720987036268
male,4,cat,3.05015051631667,24.323811251705312
male,3,dog,3.562664978292011,27.85889958291259
male,5,cat,2.465382919158381,23.698971993210776
male,4,cat,2.2245041915395216,30.347555585389983
male,9,dog,4.133265064004262,34.44105211990393
male,9,cat,2.909555919524693,32.703997512777
female,8,dog,3.339473547899151,21.814528916107456
female,5,cat,2.062691903741282,19.82381872835611
female,5,dog,3.3145084195960393,22.99489641063498
male,8,dog,4.179695775208957,31.07950913311794
female,5,cat,1.9961696525258947,18.750433245671
male,7,dog,4.174081374918491,36.60348407030019
male,3,cat,2.5562500169817195,19.859226068749802
male,9,cat,2.93342996540671,36.762761874319736
male,7,dog,3.722869377693624,29.722936516223545
male,6,dog,3.545347157245511,38.278187457589425
female,7,dog,3.523958142665572,23.407724181292682
male,4,dog,4.366588850292199,28.260556958602713
female,5,cat,2.5145082820361684,24.12231104073472
male,7,cat,2.392052353855599,24.98065554059222
female,3,dog,3.273044768405699,24.09309211667455
female,3,cat,2.2459975699732735,15.258914256436046
female,9,cat,2.507256277436441,27.975023535901578
male,5,dog,4.153580108592367,33.23019541197314
male,11,cat,2.923285562860532,32.77738727803758
male,2,dog,3.688489914673338,26.63231601669839
male,6,dog,3.7251646961499647,34.976577741399986
female,3,dog,3.4333597859780904,16.743862346184958
male,5,cat,2.643471255805388,32.93283012408356
male,2,cat,2.448130409302294,25.686302041112473
male,9,dog,4.37092058976929,39.184882530784535
female,8,dog,2.9608661836607575,25.441828075485493
male,8,cat,2.939313388662565,31.15257903321827
female,2,dog,3.358507052709353,18.797728433275644
male,10,cat,2.8383619847619768,37.08436128765467
male,6,cat,2.745625976350476,33.47214206862507
male,5,dog,4.080609143761889,34.60514142648662
male,5,dog,4.035705430771415,39.40375750865046
male,7,dog,3.5208501049183383,31.500484712560397
male,8,dog,4.0271948708684215,40.74661200509904
female,3,dog,3.225511783456062,25.047613206742213
male,4,dog,3.456701090710161,34.56508018676499
female,6,cat,2.210200973750659,20.09589540979384
female,3,cat,2.0663439619601167,15.725627307112074
male,6,cat,2.886873136723891,29.880263811149987
female,4,cat,2.222992513200287,14.880142338098931
male,5,cat,2.293726249664086,28.61315871168258
male,7,cat,2.7121906824759905,31.336097710904212
female,3,cat,2.4158520315666236,18.35955427224514
female,6,dog,3.1363132794984563,25.69323301263727
male,3,dog,3.5646306864907515,34.57931846611063
male,2,cat,3.165996954289597,25.490828734015487
male,1,cat,2.6747308450256955,21.436566270889912
male,6,cat,2.559434700213531,27.704075765079395
female,7,cat,2.2146695065552953,19.249915399460434
male,7,cat,2.5417596493403423,37.646510570252204
female,1,dog,2.963406849501009,17.081800745225053
female,6,dog,3.2375429484188376,19.99244780807807
male,3,cat,2.5785019078284206,23.31244031793304
male,2,cat,2.9720829345994417,21.011463667310558
female,5,dog,3.1299395003635846,23.217514325175408
male,5,dog,4.020673381129142,37.43002967490176
female,8,dog,3.4949920636930956,29.333449883664834
female,7,cat,2.4431121949823518,23.49478614567845
male,5,cat,2.3480227700583534,34.60455843237662
male,5,dog,3.5771944900566344,33.66076879868045
male,2,cat,2.844144170422889,26.761018926451886
female,3,dog,3.593210580747625,18.178664860432953
female,6,dog,3.1665731347594273,31.495824242685593
male,6,cat,2.894265901743135,34.193203685843194
female,8,cat,2.3221577217177516,24.196221492516738
female,5,dog,3.4062881360588513,21.91838438658213
male,3,cat,2.7747920081047637,26.127108965769246
female,7,dog,3.505479273874731,26.279296091567478
male,4,cat,2.6664929794673653,20.061565260411818
male,2,cat,2.8478048053673835,19.326426922458023
male,4,cat,2.9286662398416827,22.081188383341324
male,3,dog,3.7430963864528883,29.753195634271442
male,3,dog,3.90038053198963,30.401291457458868
female,2,cat,2.140018283279801,15.751960422674532
male,6,cat,2.517708735262595,26.614960053957848
female,4,dog,3.5977385691168102,24.147468490523096
male,2,cat,2.8571611884949086,27.57506120158308
male,5,cat,2.8821978128211154,28.897652994903147
female,6,cat,2.2688473437592953,22.32116863913592
female,8,cat,2.529321802111067,27.898511360171767
male,3,cat,2.474588087522544,18.45554573262856
male,8,cat,2.3128059679498194,32.447107480030546
female,7,cat,2.057492579132803,20.51621510972293
female,2,cat,2.1057013763689203,9.832080103356887
female,3,cat,2.078062189529693,14.605102055053287
male,6,dog,4.037817882464498,31.5202006954763
male,5,cat,2.6889862120352133,28.424347002738543
male,4,cat,2.4807900716732467,25.80546636507105
male,4,dog,3.8088161119001898,25.71524880368971
male,5,dog,3.4772013116188125,34.66277575246287
male,6,cat,2.57368744718289,26.254402573187054
male,2,cat,3.07325513554288,21.192824344819044
male,2,dog,3.899468179871391,27.950071651718503
male,4,dog,3.496068034612259,33.65263594985229
male,5,dog,4.1536162319727215,29.578669457030852
male,7,dog,4.174068684249639,36.9736051709056
female,5,cat,2.1297933681234147,18.69277405065432
male,6,dog,4.069275511113073,26.899741068899232
female,7,cat,2.1508636082798,21.59476618256941
male,5,dog,4.28938283530694,30.75956075204648
male,6,dog,3.6764228805624057,30.99788323488087
female,10,dog,3.339549230331658,32.2457122746986
female,3,dog,3.39398231309719,18.341177261586157
female,7,dog,3.3057773687594776,27.721782622842035
male,7,cat,2.831429655685498,28.41256598707568
male,5,dog,3.6365890222805763,32.11041031269248
male,4,cat,2.7166675918099052,27.393634106349527
male,5,dog,4.039953887829074,34.26952138767839
male,8,cat,2.18321970987002,32.433577388966064
male,4,cat,3.0872943724765873,25.101811928085507
male,5,dog,3.705368302512297,29.84978098200894
female,7,dog,3.421631679954354,24.43149459371114
male,5,dog,3.6700319843799587,33.89299312240828
female,5,dog,3.3494831391930466,24.057499141572944
male,6,dog,4.0543251996939205,36.06394119842201
male,3,dog,3.6726099232767915,29.85106484919185
male,6,cat,2.5944494586544042,30.447074027520376
male,4,dog,3.9117034840951708,31.545516745886836
female,5,dog,3.128994587881098,31.546926945624875
male,4,cat,2.6744093628390027,26.825279053523833
female,5,dog,3.1761780368763017,21.992399758192693
male,6,dog,3.7585607012598117,25.77323231133443
female,10,cat,2.7517684186553915,28.21960630958479
male,6,cat,2.7623904235016914,34.092882830126555
female,0,dog,3.001112536337685,11.7310875929983
male,9,cat,2.852147655369414,32.40930360249809
male,6,cat,2.6290844693063202,37.1188548816706
male,4,cat,2.497828122881131,28.364581867390875
male,7,dog,3.9956392352652816,33.40176154162997
male,5,dog,3.9721736697373506,27.747879720581423
male,3,dog,3.8586748401671818,29.84133669710852
male,6,dog,3.8376451614147946,28.26432137741734
male,5,cat,2.7277563010679975,26.05651620169467
female,7,cat,2.5156779564187395,30.637972273973773
male,4,dog,3.835426828752458,28.455998051788725
female,6,dog,3.7158280953624248,26.000040584770204
male,7,cat,2.8341714771759947,34.666494907314224
male,5,cat,2.8306893798983324,29.6674638543469
male,7,dog,3.7853248093700307,39.762736199283566
female,6,dog,3.6643752086218626,19.88251979028037
male,6,dog,4.110093248704528,35.87053432576445
male,4,dog,4.243656530924437,27.683183417266967
male,6,dog,3.843595158309306,33.71444650023075
male,8,cat,2.6712069454283687,33.925989710178136
female,4,cat,2.554064258269368,20.544245065021297
male,9,cat,2.831875240640928,37.67593825480279
female,4,cat,2.201000006614577,22.48570461882661
female,4,cat,2.219571687105821,13.185328441257123
female,7,cat,2.4124967940362825,21.388745060747247
female,2,dog,3.097505759256982,25.969037997485493
female,4,dog,3.2604067322436148,25.2991502524916
male,7,dog,3.9684759774492044,32.884210634135385
male,5,dog,3.532326205116193,31.721263604118988
male,5,dog,4.019287422316022,30.533947805722175
female,3,cat,1.7001328310192787,17.996849626969126
male,6,cat,2.5249065249674403,31.098588747160406
male,6,dog,4.224441983815175,34.54912647168344
male,4,cat,2.306506876088546,26.125710465709087
female,6,cat,2.38009101727013,20.00997668561019
male,8,cat,2.4523494986548973,31.31261041370195
male,7,dog,3.734188011366528,37.805020321119464
female,3,dog,3.386800974520609,20.84190766775184
male,2,dog,3.6476984667209686,27.48173077659856
male,3,cat,2.3527703059910334,26.53401644392612
female,6,dog,3.274228455259042,24.120413029937737
female,4,dog,3.447556764479968,15.227024842534938
male,1,dog,3.983384314718598,26.61185742370565
female,5,dog,3.9185164908777708,22.56293172947252
female,8,dog,3.4835715932832327,30.941540035560408
male,2,dog,3.9410205332849846,29.728029634013442
female,5,cat,2.24329984392984,16.67832499366984
female,8,cat,2.4120522388999106,25.596060639292425
male,3,cat,2.8211034663642183,28.73533636302736
male,4,cat,2.536663427742876,26.96500056379029
male,3,cat,2.755183648648374,21.389214723537435
female,5,dog,3.37743292949882,29.30107631494957
male,3,cat,2.678542112175352,25.909085980298777
male,8,cat,2.674812706442479,32.65035881393412
male,6,dog,3.7623910667059692,28.674878492361113
female,12,cat,2.346716627167031,31.129472231048005
male,1,cat,2.5898042815294366,21.69253515437741
female,4,dog,3.5825115462368378,22.138258315038758
male,5,dog,3.7481612045126855,31.266149784137028
male,6,dog,3.83560547304697,32.53780929191116
male,3,dog,3.9939491272883862,26.35418838057189
female,4,cat,2.361908438069532,18.22042018635554
female,4,dog,3.4013459769310335,20.983606490658737
male,4,dog,3.8158792500613377,28.763441466521797
male,6,cat,3.0256068875989737,29.967279764021395
female,6,dog,3.1150842522125712,22.84523239663352
male,8,cat,2.7659528765588104,27.00941702286245
male,3,dog,3.575937290195173,31.392910450793412
female,4,cat,2.0521914875384235,19.296274554837062
female,9,cat,2.068414395801533,23.770614399944574
female,6,cat,2.263098025632131,18.163245138091785
male,6,dog,3.7476967709201414,25.176982491889465
female,4,cat,2.3289464987812862,23.496197399323222
male,6,dog,3.9948447645075156,31.5539280251628
male,9,dog,4.001071963327157,39.49735578240487
male,2,dog,3.9731360911546605,21.930049596830685
male,8,dog,3.8796007492689437,38.25036481553926
female,7,cat,2.291675316348021,20.392911499853593
female,6,cat,2.094066811958574,20.247840492474502
female,6,cat,2.1710185088722445,24.84555461957434
male,7,dog,3.6758928617485918,31.781371906179835
male,9,cat,2.586687517232407,32.135464412495615
male,1,cat,2.487733909061626,19.87206889702007
male,5,cat,2.9871489625745777,28.605536438547606
female,5,cat,2.1985713376441254,18.996921436691313
male,7,cat,2.6956281122346013,32.312208455839084
female,6,dog,3.130571182379162,22.33995939807439
female,4,cat,2.445696794362797,16.17855771726583
female,5,cat,2.000564939895627,15.196204139483914
female,4,dog,3.1434695523262675,22.69744632150501
male,3,cat,2.67553980118806,24.857611934303954
male,5,cat,2.8619454785195444,27.56271034136119
male,3,cat,3.140400065145061,23.291217716573186
female,1,dog,3.2866304936372064,15.113639291263024
male,5,dog,4.059329719960381,30.766625206039134
female,2,cat,2.32098320755751,12.61138012664247
female,7,dog,3.3815523975992403,24.995944053790282
male,7,cat,2.5935552110662274,29.58406723619818
female,4,cat,2.016233905419902,13.536999359798031
male,6,cat,2.8097299755185974,25.431744848143666
male,7,dog,3.7639148053252782,33.55598451241429
male,2,cat,2.7102802447300114,21.128017602005244
male,3,dog,3.650404055334088,28.82505142473566
male,2,dog,4.4862825619901106,27.765646835406795
female,4,cat,2.3947256900957647,19.21566375663914
male,4,cat,2.734851883876918,22.97904798767678
male,6,cat,2.3558306080845925,27.2235750798251
female,3,dog,3.362920117166714,16.42338515010931
female,3,cat,2.416745760068319,17.110416800146368
male,3,dog,3.7673645746691595,29.18010133941962
female,7,cat,1.9716995135268434,27.11183422945694
male,9,cat,2.441106980720945,30.3191871476137
female,5,dog,3.524076984710879,19.311970261204692
male,1,cat,2.4580915813202266,19.68074101436535
female,10,cat,2.4918506748881093,25.213448753461666
male,6,dog,3.9191455258788905,30.08717878622339
male,3,cat,3.1049016863107495,25.09015418944231
male,4,cat,2.449546674685533,29.204243336959372
female,5,cat,1.8811293443860944,20.037796807550933
female,7,dog,3.711583828982896,20.79361823811563
male,4,cat,2.905090872030659,26.473788809058135
male,7,cat,2.995011778507984,29.95950241435902
